Date,VADER Sentiment,FinBERT Sentiment,GPT Sentiment
2022-05-27,1.0,10.0,2.0
2022-05-28,0.0,1.0,1.0
2022-05-29,0.0,2.0,1.0
2022-05-30,1.0,3.0,1.0
2022-05-31,-2.0,5.0,0.0
2022-06-01,0.0,3.0,1.0
2022-06-02,2.0,6.0,-1.0
2022-06-03,3.0,5.0,1.0
2022-06-04,1.0,1.0,0.0
2022-06-05,1.0,13.0,3.0
2022-06-06,1.0,9.0,3.0
2022-06-07,1.0,9.0,3.0
2022-06-08,7.0,12.0,4.0
2022-06-09,1.0,5.0,0.0
2022-06-10,1.0,5.0,2.0
2022-06-11,3.0,5.0,-2.0
2022-06-12,1.0,7.0,3.0
2022-06-13,2.0,3.0,0.0
2022-06-14,4.0,4.0,1.0
2022-06-15,1.0,7.0,4.0
2022-06-16,1.0,5.0,1.0
2022-06-17,-4.0,7.0,0.0
2022-06-18,2.0,3.0,1.0
2022-06-19,-3.0,4.0,0.0
2022-06-20,0.0,2.0,0.0
2022-06-21,3.0,3.0,-1.0
2022-06-22,6.0,8.0,4.0
2022-06-23,2.0,10.0,6.0
2022-06-24,0.0,3.0,0.0
2022-06-25,-1.0,2.0,-1.0
2022-06-26,-1.0,2.5,-0.5
2022-06-27,-1.0,3.0,0.0
2022-06-28,2.0,3.0,2.0
2022-06-29,3.0,3.0,2.0
2022-06-30,1.0,3.0,0.0
2022-07-01,-1.0,-1.0,0.0
2022-07-02,5.0,8.0,2.0
2022-07-03,0.0,1.0,1.0
2022-07-04,5.0,6.0,3.0
2022-07-05,1.0,7.0,2.0
2022-07-06,2.0,4.0,0.0
2022-07-07,1.0,8.0,7.0
2022-07-08,2.0,5.0,3.0
2022-07-09,1.0,1.0,1.0
2022-07-10,2.0,2.0,-1.0
2022-07-11,0.0,-1.0,1.0
2022-07-12,0.0,2.0,2.0
2022-07-13,-1.0,2.0,-1.0
2022-07-14,2.0,3.0,1.0
2022-07-15,0.0,2.0,-1.0
2022-07-16,1.0,0.0,2.0
2022-07-17,3.0,3.0,3.0
2022-07-18,-2.0,2.0,0.0
2022-07-19,9.0,13.0,7.0
2022-07-20,0.0,2.0,2.0
2022-07-21,-1.0,2.0,1.0
2022-07-22,-1.0,1.0,1.0
2022-07-23,1.0,2.0,1.0
2022-07-24,0.0,2.0,0.0
2022-07-25,1.0,6.0,-1.0
2022-07-26,3.0,2.0,3.0
2022-07-27,1.0,3.0,0.0
2022-07-28,3.0,3.0,1.0
2022-07-29,1.0,5.0,1.0
2022-07-30,-1.0,2.0,0.0
2022-07-31,5.0,5.0,3.0
2022-08-01,3.0,2.0,2.0
2022-08-02,2.0,3.0,2.0
2022-08-03,3.0,9.0,3.0
2022-08-04,-1.0,5.0,1.0
2022-08-05,3.0,5.0,1.0
2022-08-06,2.0,2.0,-1.0
2022-08-07,2.0,2.0,1.0
2022-08-08,2.0,7.0,3.0
2022-08-09,0.0,4.0,1.0
2022-08-10,5.0,7.0,4.0
2022-08-11,0.0,-2.0,-1.0
2022-08-12,0.0,2.0,2.0
2022-08-13,0.0,1.0,1.0
2022-08-14,-1.0,1.5,1.0
2022-08-15,-2.0,2.0,1.0
2022-08-16,0.0,3.0,0.0
2022-08-17,2.0,4.0,1.0
2022-08-18,0.0,1.0,0.0
2022-08-19,7.0,21.0,8.0
2022-08-20,1.0,2.0,1.0
2022-08-21,1.0,3.0,1.0
2022-08-22,7.0,10.0,2.0
2022-08-23,6.0,17.0,3.0
2022-08-24,4.0,8.0,4.0
2022-08-25,4.0,6.0,5.0
2022-08-26,3.0,3.0,3.0
2022-08-27,7.0,6.0,2.0
2022-08-28,2.0,3.0,0.0
2022-08-29,3.0,8.0,4.0
2022-08-30,2.0,9.0,2.0
2022-08-31,0.5,5.5,1.5
2022-09-01,-1.0,2.0,1.0
2022-09-02,3.0,3.0,2.0
2022-09-03,1.0,1.0,0.0
2022-09-04,1.0,1.0,1.0
2022-09-05,0.0,4.0,1.0
2022-09-06,0.0,5.0,0.0
2022-09-07,0.0,2.0,0.0
2022-09-08,-1.0,2.0,-1.0
2022-09-09,3.0,3.0,0.0
2022-09-10,2.5,3.5,0.5
2022-09-11,2.0,4.0,1.0
2022-09-12,2.0,3.0,1.0
2022-09-13,2.0,1.0,2.0
2022-09-14,2.0,3.0,0.0
2022-09-15,0.0,2.0,0.0
2022-09-16,3.0,1.0,-2.0
2022-09-17,0.0,1.0,1.0
2022-09-18,0.0,2.0,0.0
2022-09-19,0.0,1.0,0.0
2022-09-20,0.0,2.0,-2.0
2022-09-21,1.0,1.0,0.0
2022-09-22,2.0,3.0,1.0
2022-09-23,3.0,4.0,0.0
2022-09-24,1.0,2.0,-1.0
2022-09-25,1.0,1.0,1.0
2022-09-26,0.0,1.0,0.0
2022-09-27,2.0,4.0,0.5
2022-09-28,4.0,7.0,1.0
2022-09-29,4.0,6.0,6.0
2022-09-30,1.0,5.0,4.0
2022-10-01,-2.0,4.0,2.0
2022-10-02,1.0,2.0,1.0
2022-10-03,1.0,6.0,0.0
2022-10-04,0.0,2.0,0.0
2022-10-05,3.0,4.0,7.0
2022-10-06,4.0,7.0,0.0
2022-10-07,3.0,6.0,1.0
2022-10-08,1.0,1.0,-1.0
2022-10-09,1.0,2.0,1.0
2022-10-10,3.0,4.0,1.0
2022-10-11,2.0,4.0,2.0
2022-10-12,1.0,2.0,-1.0
2022-10-13,2.0,3.0,2.0
2022-10-14,1.0,4.0,0.0
2022-10-15,1.0,2.0,1.0
2022-10-16,1.0,2.0,0.0
2022-10-17,4.0,4.0,1.0
2022-10-18,2.0,2.0,0.0
2022-10-19,4.0,8.0,2.0
2022-10-20,-1.0,2.0,0.0
2022-10-21,-1.0,8.0,5.0
2022-10-22,4.0,4.0,2.0
2022-10-23,3.0,-1.0,1.0
2022-10-24,4.0,10.0,3.0
2022-10-25,-2.0,2.0,2.0
2022-10-26,2.0,6.0,2.0
2022-10-27,4.0,5.0,3.0
2022-10-28,-4.0,13.0,3.0
2022-10-29,1.0,2.0,3.0
2022-10-30,0.0,1.0,1.0
2022-10-31,6.0,8.0,5.0
2022-11-01,2.0,7.0,2.0
2022-11-02,4.0,4.0,1.0
2022-11-03,4.0,4.0,5.0
2022-11-04,-1.0,5.0,-1.0
2022-11-05,4.0,4.0,2.0
2022-11-06,1.0,5.0,0.0
2022-11-07,0.0,7.0,2.0
2022-11-08,1.0,-2.0,1.0
2022-11-09,3.0,6.0,-1.0
2022-11-10,-1.0,0.0,1.0
2022-11-11,-2.0,6.0,-2.0
2022-11-12,-1.0,3.0,0.0
2022-11-13,0.0,2.0,-1.0
2022-11-14,7.0,9.0,3.0
2022-11-15,1.0,1.0,1.0
2022-11-16,0.0,1.0,1.0
2022-11-17,0.0,1.0,-1.0
2022-11-18,2.0,3.0,0.0
2022-11-19,0.0,2.0,0.0
2022-11-20,1.0,2.0,1.0
2022-11-21,3.0,4.0,3.0
2022-11-22,5.0,6.0,2.0
2022-11-23,1.0,3.0,-2.0
2022-11-24,1.0,1.0,0.0
2022-11-25,1.0,4.0,1.0
2022-11-26,-1.0,3.0,1.0
2022-11-27,1.0,1.0,1.0
2022-11-28,-1.0,2.0,-1.0
2022-11-29,7.0,9.0,4.0
2022-11-30,1.0,3.0,0.0
2022-12-01,1.0,2.0,-2.0
2022-12-02,1.5,2.0,0.0
2022-12-03,2.0,2.0,2.0
2022-12-04,-1.0,1.0,1.0
2022-12-05,3.0,7.0,2.0
2022-12-06,5.0,12.0,5.0
2022-12-07,2.0,1.0,1.0
2022-12-08,-1.0,3.0,-1.0
2022-12-09,6.0,8.0,3.0
2022-12-10,1.0,1.0,1.0
2022-12-11,1.0,1.0,0.0
2022-12-12,0.0,4.0,-1.0
2022-12-13,0.0,1.0,0.0
2022-12-14,2.0,3.0,-1.0
2022-12-15,1.3333333333333337,2.0,-0.6666666666666667
2022-12-16,0.6666666666666669,1.0,-0.3333333333333334
2022-12-17,0.0,0.0,0.0
2022-12-18,1.0,1.0,1.0
2022-12-19,0.0,-1.0,0.0
2022-12-20,1.0,6.0,0.0
2022-12-21,0.0,3.0,0.0
2022-12-22,2.0,4.0,2.0
2022-12-23,0.0,2.0,-2.0
2022-12-24,-1.0,2.0,-1.0
2022-12-25,-2.0,2.0,0.0
2022-12-26,0.0,1.0,0.0
2022-12-27,1.0,3.0,0.0
2022-12-28,2.0,2.0,-1.0
2022-12-29,0.0,1.0,-1.0
2022-12-30,2.0,2.0,3.0
