Date,VADER Sentiment,FinBERT Sentiment,GPT Sentiment
2022-01-03,0.0,1.0,0.3333333333333333
2022-01-04,0.0909090909090909,1.0,0.1818181818181818
2022-01-05,0.8333333333333334,0.8333333333333334,0.5
2022-01-06,-0.6666666666666666,0.0,0.8333333333333334
2022-01-07,0.5,1.0,0.0
2022-01-08,1.0,1.0,1.0
2022-01-09,0.6,0.6,0.4
2022-01-10,-1.0,1.0,0.0
2022-01-11,-0.25,0.5,0.0
2022-01-12,0.2857142857142857,0.4285714285714285,0.2857142857142857
2022-01-13,0.0,1.0,0.25
2022-01-14,0.3333333333333333,0.5,0.3333333333333333
2022-01-15,0.5,1.0,0.0
2022-01-16,1.0,0.0,0.5
2022-01-17,1.0,1.0,0.5
2022-01-18,0.1666666666666666,0.3333333333333333,0.1666666666666666
2022-01-19,0.6666666666666666,1.0,0.3333333333333333
2022-01-20,0.5555555555555556,0.7777777777777778,0.4444444444444444
2022-01-21,0.625,0.75,0.625
2022-01-22,0.3333333333333333,1.0,0.0
2022-01-23,1.0,0.8571428571428571,0.2857142857142857
2022-01-24,0.0,0.8,0.4
2022-01-25,0.6666666666666666,1.0,0.3333333333333333
2022-01-26,0.8,1.0,0.4
2022-01-27,0.4444444444444444,0.7777777777777778,0.0
2022-01-28,0.4285714285714285,0.7142857142857143,0.3571428571428571
2022-01-29,0.5,1.0,0.0
2022-01-30,0.25,0.5,0.5
2022-01-31,0.5,0.5,0.5
2022-02-01,0.2666666666666666,0.8666666666666667,0.3333333333333333
2022-02-02,0.875,1.0,0.5
2022-02-03,0.5,1.0,0.25
2022-02-04,0.3333333333333333,0.0,0.5
2022-02-05,0.3333333333333333,1.0,0.0
2022-02-06,0.5,1.0,0.0
2022-02-07,-0.125,0.75,0.125
2022-02-08,0.1428571428571428,0.8571428571428571,0.7142857142857143
2022-02-09,-0.4285714285714285,1.0,-0.1428571428571428
2022-02-10,1.0,1.0,1.0
2022-02-11,0.2,1.0,0.1
2022-02-12,0.0,0.5,0.75
2022-02-13,0.3333333333333333,1.0,-0.3333333333333333
2022-02-14,0.0,0.75,0.75
2022-02-15,0.125,0.25,0.375
2022-02-16,1.0,1.0,0.0
2022-02-17,0.0,1.0,-0.25
2022-02-18,0.1428571428571428,1.0,0.1428571428571428
2022-02-19,-0.3333333333333333,0.6666666666666666,0.6666666666666666
2022-02-20,1.0,1.0,0.5
2022-02-21,-0.1666666666666666,0.8333333333333334,-0.1666666666666666
2022-02-22,-0.1333333333333333,0.6666666666666666,0.3333333333333333
2022-02-23,0.3333333333333333,-0.3333333333333333,0.6666666666666666
2022-02-24,0.0769230769230769,0.7692307692307693,0.1538461538461538
2022-02-25,0.3333333333333333,0.8333333333333334,-0.1666666666666666
2022-02-26,1.0,0.2,0.4
2022-02-27,0.2857142857142857,0.1428571428571428,-0.1428571428571428
2022-02-28,-0.2,1.0,0.2
2022-03-01,0.3,0.8,0.1
2022-03-02,0.2,0.7333333333333333,0.2666666666666666
2022-03-03,0.1,0.8,0.3
2022-03-04,0.3333333333333333,0.8666666666666667,0.3666666666666666
2022-03-05,0.15,0.85,0.35
2022-03-06,0.1666666666666666,1.0,0.0
2022-03-07,0.1020408163265306,0.8775510204081632,0.1836734693877551
